PWM freq = 1600Hz
Fully Charged 14.8V LiPo
Motors = 50%

---------------------<built-in method now of type object at 0x83fab0>Last Reading: 
172.79

00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00

---------------------<built-in method now of type object at 0x83fab0>Last Reading: 
172.79

00, 0.00
229180, 0.70
543070, 8.80
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
00, 0.00
